place,country,google_maps_url,description,region,place_type,blog_source,romance,family,cost,nature,adventure,culture,food,relaxation,service,accessibility,description_count,last_updated
Cafe Viet,Thailand,https://maps.app.goo.gl/wf9cMKjzzJDcQFhE7,One of my favorite restaurants in Nong Khai is  located in the Tha Sadet/Indochina Market. They serve a variety of Vietnamese foods and a delicious old-school Vietnamese coffee with the iconic French filter and all.,,,,3,5,12,0,0,9,10,8,7,7,1,2026-04-07
Cathedral of St Michael the Archangel,Thailand,https://maps.app.goo.gl/2DEBUdULQnSr3mQV8,"is one of the oldest and largest Catholic cathedrals in Thailand, and it is one of the main attractions of Tha Rae. In a country full of Buddhist temples, the Cathedral and its futuristic design are not sights you get to see every day.

While here, be sure to also check out , one of the oldest and largest Catholic cathedrals in Thailand, and Kasetsart University Lotus and Waterlily Park, a charming park featuring a spacious lotus pond with boardwalks and pavilions perfect for relaxing.",,,,5,6,4,4,2,8,0,8,4,7,1,2026-04-07
Cathedral of the Immaculate Conception,Thailand,https://maps.app.goo.gl/989osgoD8fFAM3A3A,"Not gonna lie, I did not expect to see a Catholic cathedral here in Chantaburi, and it is one of the most beautiful and renowned landmarks in the province, which surprises me even more. The  is a remnant of the French presence here back in the early 20th Century.

While exploring, you will also be amazed to see a stunning Catholic cathedral right at the center of the old town. The  was constructed by the French to accommodate the Catholic Vietnamese population that has migrated here throughout history.",,,,2,2,2,0,0,10,0,0,0,2,1,2026-04-07
Central Bus Station,Thailand,https://maps.app.goo.gl/4dZTCyfdbCoS6HmM6,"The flight should cost about 100 - 150 USD, and you will arrive at Vientiane Airport (VTE) in about 1 hour. You can book the ticket via AirAsia website or 12Go. Once you arrive at Vientiane Airport, you can catch the airport shuttle bus, which will cost you 40,000 LAK and runs between the airport and the , stopping along the way. You can see the airport shuttle bus route here.

If you’re traveling in the opposite direction, the process is almost the same, but in the opposite direction. In the morning, you can walk to  to catch the bus to the Lao-Thailand Border Crossing. The bus should cost around 12,000 LAK (0.6 USD), and it will take about 30 minutes before you arrive at the border.

Once that is done, I caught a local bus waiting at the bus stop as I exited the immigration building and off we went to Vientiane. The bus ticket costs around 12,000 LAK (0.6 USD) and it took us about 30 minutes before we arrived at the  near Talat Sao Market. After that, I proceeded to my accommodation on foot, completing this border crossing.",,,,0,1,6,1,2,4,1,3,4,8,1,2026-04-07
ChaKaFair,Thailand,https://maps.app.goo.gl/LrFDv4g1dQv1Nkq1A,"On your second day, you can spend the day exploring the rest of the province starting with breakfast at , an open-air restaurant that offers a diverse range of Thai traditional breakfast options, from dim sums to the delicious Khai Grata or pan-fried eggs.",,,,1,1,8,1,1,8,10,4,1,0,1,2026-04-07
Chaiyaphum Night Bazaar,Thailand,https://maps.app.goo.gl/ime1RuTWrNy8hHcA7,"Afterward, head back to the city and stop by the , a small yet charming market filled with street food carts and casual street-side restaurants serving affordable local dishes, and more. It’s a great spot to enjoy a lively atmosphere and grab some dinner before retreating for the night.

Last but not least, if you are looking for a place to enjoy some street food in the evening in Chaiyaphum City, be sure to check out . This night market is not as large or lively as other night markets in Isaan, but it has a handful of great food stalls to satisfy your cravings.",,,,1,3,14,0,1,6,10,6,7,8,1,2026-04-07
Chaloem Phra Kiat National Library,Thailand,https://maps.app.goo.gl/4EayT3h2Cq34LN6b8,"You’ll notice quite a bit of French influence in this part of Thailand, thanks to its proximity to French Indochina during the colonial period. Nowhere is this influence more beautifully preserved than at the , housed in a striking French Colonial–style building with a bright yellow façade and a classic crimson roof.",,,,5,2,0,1,0,10,0,6,1,2,1,2026-04-07
Chalok Baan Kao Bay,Thailand,https://www.google.com/maps/place/Chalok+Baan+Kao+Bay,"Chalok Baan Kao is the second biggest beach in Koh Tao, but it’s less busy and more quiet than Sairee Beach because of its location in the south. This is a great place for relaxing and taking a dip, kayaking, and more.",Gulf of Thailand,Bay,The World Travel Guy,5,5,8,10,5,2,0,9,5,10,1,2026-04-07
Chaloklum Beach,Thailand,https://www.google.com/maps/place/Chaloklum+Beach,The best way to get to Bottle Beach is to hire a longtail boat from Chaloklum Beach or Haad Khom Beach.,Koh Phangan,beach,The World Travel Guy,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Chang Arena,Thailand,https://maps.app.goo.gl/JXWHouxMLkAze35u9,"Spend the rest of the day exploring other attractions in the city, such as the , a major venue that often hosts big events; Buriram Castle, an open-air community mall where you can take a break and enjoy lunch; the Buri Ram Northeast Culture Center for a dose of local history; or, if you’re there on a weekend, head to So Krao Walking Street and eat your way through the lively night market.",,,,1,2,8,0,3,7,8,7,5,6,1,2026-04-07
Chang Erawan BTS Station,Thailand,https://goo.gl/maps/tyWzax98UNnficMy9,"You can get to the Erawan Museum by taking the BTS sky train and getting off at . Since the Erawan Museum is part of the same establishment as the Ancient City, you can also get to the Ancient City from the Erawan Museum with their free shuttle service.

You can get to the Erawan Museum by taking the BTS sky train and getting off at . Additionally, you can reach the Ancient City from the Erawan Museum using their free shuttle service, making it one of the most convenient places to visit on this list.",,,,2,4,8,0,4,10,0,7,8,10,1,2026-04-07
Chang Phueak Suki,Thailand,https://goo.gl/maps/KtPnYAAzJ5do15rZ9,"For dinner, if you are looking for great street food to try, I can recommend , located near the road that goes up to Doi Suthep.

Another popular place to eat that you shouldn't miss in Chiang Mai is, in fact, a street food cart at Chang Phueak Evening Market called .

at the evening market opens from 5:30 PM to midnight, whereas  at the Chiang Mai University opens from 9 AM to 11 PM. So, if you don't want to wait in line, go eat at the university branch!",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Chantaburi Waterfront Promenade,Thailand,https://maps.app.goo.gl/D39NtQUUxj2nMaQ96,"One of my favorite morning activities here is walking around the , which forms a loop starting from the old town. The route crosses the river via Wat Chantanaram Bridge, follows the east bank, and returns to the old town via Niramol Bridge, allowing you to see much of Chantaburi's Old Town in one go.",,,,3,4,4,8,6,10,0,6,0,8,1,2026-04-07
Chantaburi's Old Town,Thailand,https://maps.app.goo.gl/ZjLZzvW2476Knjm89,", or ""Chantabun"", is an ancient waterfront community and a former residential area inhabited by Chinese and Vietnamese immigrants. This has resulted in a tightly-knit community with diverse cultures and charming traditions unlike any other Thai town you have visited before.",,,,5,7,8,1,4,10,7,9,10,6,1,2026-04-07
Chanthaburi Gems Market,Thailand,https://maps.app.goo.gl/qQ9Ez9LCH9wEu47h8,"Not too far from Chantaburi's Old Town, you will also find the , which is one of the most famous gem markets in Thailand, so much so that it has given Chantaburi the nickname ""City of Gems.""",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Chanthaburi River Community Cultural Center,Thailand,https://maps.app.goo.gl/E5pgn6zNwFRyva9Q8,"The  is a free museum where you can explore and learn more about the history of Chantaburi's Old Town and the way of life during that era. The center aims to preserve the old way of life of the local people as well as educate us on what makes this community so unique.

If you want to learn more about the history of this ancient waterfront community, you should also check out the , a free museum with exhibitions that aim to preserve the old way of life of the local people, as well as educate us on the history of the community and what makes it so unique.",,,,2,4,4,0,2,10,0,4,4,6,1,2026-04-07
Chantorn Pochana Restaurant,Thailand,https://maps.app.goo.gl/mDEBR536yatCD8HG8,"If you are craving proper Chantaburi's authentic cuisine,  is the place where locals would go. It is a roadside restaurant with a wide selection of Chantaburi's famous dishes, such as traditional fried noodles with crispy crab, stir-fried fish with ""Krawan"" (Cardamom stem), and more.",,,,0,3,8,0,0,8,10,4,7,6,1,2026-04-07
Chatuchak Weekend Market,Thailand,"https://www.google.com/maps/place/Chatuchak+Weekend+Market,+Bangkok,+Thailand","With over 15,000 stalls, the Chatuchak Weekend Market offers everything from clothing and counterfeit football shirts to fresh food and souvenirs.

If you are in Bangkok during the weekend, you can shop until you drop at , one of the largest flea markets in the city where you will be able to find all sorts of things to buy for cheap.

On your second day in Bangkok, if it is Saturday or Sunday, I highly recommend you go and visit the , one of the largest flea markets in the city where you will be able to find all sorts of things to buy for cheap.",Central Thailand,Market,The Blonde Abroad,3,4,18,4,5,5,4,4,4,5,1,2026-04-07
Chaweng Beach,Thailand,https://www.google.com/maps/place/Chaweng+Beach,Chaweng Beach is where you’ll find the island’s party scene as well a beautiful (but busy) beach and lots of restaurants.,Koh Samui,Beach,The Blonde Abroad,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Chedi Hin Phan Lan Khon,Thailand,https://maps.app.goo.gl/KLUxLy7aT8QVZqYt9,"Afterward, continue driving northwest until you reach , officially entering Amnat Charoen, a small province that even Thai people know very little about. There isn't a lot to see in this province, but the stone temple at  left quite a lasting impression on me, which is why I recommend stopping by as you pass through the province.

One of the most unique temples I saw in Amnat Charoen, or in Isaan for that matter, is , a beautiful stone temple whose name translates to “Chedi of a Billion Stones”. Located on a hilltop in the middle of nowhere, about a 35-minute drive from Amnat Charoen City, it is a place that will impress you the moment you arrive at the base of its massive stone pagoda.",,,,3,4,4,6,5,10,0,6,0,7,1,2026-04-07
Chedi Klang Nam Viewpoint,Thailand,https://maps.app.goo.gl/rg8yrMBzg7cn4gKj9,"Located right by Ban Hua Laem, a small fishing community, you will find , a viewpoint where you can see the 200-year-old white pagoda built on a rock in the middle of the ocean.",,,,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Chedi Maha Mongkol Bua,Thailand,https://maps.app.goo.gl/5HMGtN3uNffKqe5N8,"Last but not least, if you’re looking for a quiet place to stroll near Roi Et City, be sure to check out . This beautiful golden pagoda is surrounded by a peaceful park, complete with a lovely pond and lush green forest. It’s the perfect spot to escape the bustling city and find solitude amidst the temple and nature.",,,,8,6,4,10,4,8,0,8,0,3,1,2026-04-07
Cheow Lan Lake,Thailand,https://www.google.com/maps/search/Cheow+Lan+Lake,"The lake is located in Khao Sok National Park, and you can visit it on a day tour from Phuket that also includes a visit to the Samet Nangshe viewpoint.

A turquoise lake in Khao Sok National Park, surrounded by limestone mountains, with caves and islands to explore.",Khao Sok National Park,lake,The World Travel Guy,5,5,20,5,5,5,5,5,5,5,1,2026-04-07
Chiang Kham,Thailand,https://maps.app.goo.gl/Pq7nNmJQhnGrDhE59,"Be sure to stop by  on your way to Phu Langka.  is a small town in Phayao, home to several ethnic groups and many beautiful temples. One of those temples is Wat Nantaram.

is probably one of the most well-known tourist destinations in Isaan, a region in Thailand that still remains largely off the typical tourist trail. This laid-back little riverside town is famous for its relaxed atmosphere and charming walking street. Lined with beautifully preserved wooden shophouses, the town feels like a step back in time. It reminded me a lot of the peaceful and quiet towns I've visited in Laos.",,,,6,5,14,6,5,7,6,7,6,3,1,2026-04-07
Chiang Khan's Walking Street,Thailand,https://maps.app.goo.gl/RnUz532H7bs3UpFj7,"Once you get to Chiang Khan, you can retreat for the day or you can find something to eat at , one of the most famous walking streets in Isaan. It opens every day, but it is especially lively on the weekends, so be sure to spend some time here before retreating for the day.",,,,1,1,4,1,0,4,8,6,1,1,1,2026-04-07
Chiang Khan's main street,Thailand,https://maps.app.goo.gl/RnUz532H7bs3UpFj7,"If you have never witnessed or participated in almsgiving before, you can also do it in Chiang Khan. Every morning, around 6 AM, the monks from the nearby temple will walk along , where the walking street takes place, and you can donate food to the monks as they walk past your accommodation.",,,,0,3,8,0,1,8,6,6,10,9,1,2026-04-07
